CustomerID,Age,Annual_Income,Spending_Score,Purchase_Frequency_Monthly,Recency_Days,Tenure_Years,Online_Purchase_Ratio,Avg_Basket_Size,Returns_Rate,Loyalty_Points,Discount_Usage_Rate,Email_Open_Rate,App_Sessions_Monthly,Wishlist_Items,Cart_Abandon_Rate,Social_Engagement_Score,Electronics_Spend,Fashion_Spend,Grocery_Spend,Travel_Spend,Customer_Service_Calls,Referral_Count,Gender
446,32.0,35119.0,85.7,25.7,12.0,2.2,0.97,6.1,0.04,1766.0,0.42,0.29,11.1,2,0.76,7.9,4790.0,1052.0,2236.0,3036.0,3,0,Male
447,32.0,26066.0,74.8,16.4,18.0,2.5,0.8,7.0,0.09,1372.0,0.46,0.49,9.7,3,0.26,0.0,1256.0,846.0,1389.0,2026.0,0,0,Female
448,21.0,22021.0,72.7,18.0,9.0,3.8,0.79,6.3,0.08,1352.0,0.32,0.36,11.8,5,0.33,0.0,2878.0,2327.0,3531.0,2069.0,0,0,Female
449,22.0,21482.0,89.7,20.4,34.0,3.1,0.5,4.2,0.13,1961.0,0.33,0.34,9.2,4,0.56,0.0,1934.0,1587.0,1321.0,1125.0,0,0,Female
450,49.0,84889.0,18.1,10.3,115.0,3.5,0.0,1.7,0.12,153.0,0.07,0.42,8.4,0,0.41,7.7,5248.0,10306.0,9840.0,7463.0,0,1,Male
451,22.0,24666.0,84.1,25.3,14.0,4.1,0.81,6.3,0.0,1935.0,0.37,0.51,14.7,5,0.37,4.2,1931.0,3559.0,3422.0,2440.0,0,0,Male
452,28.0,25916.0,75.5,22.3,37.0,3.2,0.85,7.4,0.03,1677.0,0.1,0.43,10.4,2,0.53,0.4,1594.0,3326.0,2352.0,1618.0,2,0,Male
453,34.0,86388.0,74.3,23.6,22.0,0.2,0.88,8.0,0.1,1742.0,0.28,0.78,12.6,1,0.61,0.0,5415.0,10678.0,12035.0,3124.0,1,0,Female
454,33.0,26779.0,16.6,2.7,302.0,5.6,0.0,6.0,0.02,37.0,0.1,0.43,0.0,4,0.34,15.7,689.0,1536.0,2605.0,1338.0,1,1,Male
455,37.0,18765.0,30.5,0.8,137.0,5.7,0.13,3.9,0.11,26.0,0.45,0.16,3.8,2,0.57,7.0,2577.0,2529.0,1807.0,11.0,4,2,Female
456,29.0,63700.0,86.0,17.7,16.0,0.3,0.69,8.4,0.11,1426.0,0.39,0.67,12.8,1,0.44,2.2,8120.0,8250.0,8639.0,2801.0,1,3,Female
457,32.0,91538.0,28.6,10.9,234.0,5.1,0.05,5.0,0.05,271.0,0.41,0.51,5.0,3,0.4,5.1,6977.0,9367.0,12285.0,5831.0,3,0,Male
458,43.0,25659.0,10.8,3.7,143.0,5.1,0.22,2.9,0.04,45.0,0.12,0.19,0.0,5,0.38,0.0,2953.0,1160.0,4294.0,914.0,1,0,Male
459,42.0,28235.0,10.9,3.8,215.0,4.6,0.36,1.2,0.0,42.0,0.4,0.18,0.0,7,0.55,0.0,989.0,3867.0,5395.0,1127.0,2,0,Male
460,39.0,77256.0,75.3,16.0,15.0,6.3,0.9,5.0,0.08,1146.0,0.19,0.52,6.2,4,0.39,5.1,8322.0,5836.0,9302.0,2163.0,0,0,Female
461,33.0,88381.0,69.0,23.6,28.0,0.2,0.51,4.8,0.23,1415.0,0.62,0.32,8.6,0,0.51,1.8,10371.0,12537.0,9224.0,962.0,0,1,Female
462,30.0,93390.0,28.5,9.6,264.0,3.6,0.29,4.4,0.12,269.0,0.2,0.55,7.3,5,0.67,0.0,8396.0,9811.0,5459.0,3356.0,1,1,Female
463,38.0,89793.0,75.8,22.3,18.0,2.4,0.97,7.3,0.04,1625.0,0.02,0.61,13.8,2,0.53,4.8,5488.0,8489.0,12789.0,5386.0,0,1,Female
464,45.0,88927.0,19.1,8.9,217.0,0.9,0.66,4.1,0.13,170.0,0.22,0.0,0.8,2,0.35,7.4,12528.0,7516.0,5423.0,5362.0,3,1,Male
465,28.0,28414.0,87.0,9.1,16.0,0.8,0.79,8.3,0.14,671.0,0.25,0.0,0.4,1,0.26,2.4,4130.0,2287.0,4467.0,2494.0,1,0,Female
466,34.0,85830.0,83.4,24.5,19.0,1.6,0.56,4.9,0.13,1900.0,0.4,0.41,13.2,2,0.48,8.7,7204.0,3580.0,11608.0,6199.0,3,0,Female
467,23.0,21833.0,81.4,12.3,20.0,1.2,0.81,4.8,0.06,1078.0,0.23,0.48,6.2,4,0.5,4.2,1278.0,997.0,4071.0,846.0,2,0,Male
468,27.0,87683.0,90.0,11.2,5.0,3.4,0.96,6.8,0.04,808.0,0.44,0.33,5.5,4,0.26,1.9,6411.0,3839.0,6187.0,1005.0,1,0,Female
469,44.0,29252.0,35.6,2.4,154.0,6.2,0.2,1.1,0.21,97.0,0.67,0.04,5.3,0,0.4,0.0,1791.0,3228.0,2981.0,2418.0,2,2,Male
470,45.0,36970.0,39.6,0.0,162.0,4.2,0.44,1.0,0.14,0.0,0.58,0.5,2.4,3,0.6,0.7,4338.0,802.0,7125.0,1625.0,1,0,Male
471,26.0,15958.0,100.0,11.3,14.0,5.2,0.64,4.5,0.08,1120.0,0.14,0.43,1.0,0,0.37,0.0,1551.0,1713.0,798.0,51.0,2,0,Female
472,50.0,24111.0,24.1,3.5,290.0,6.6,0.03,1.0,0.06,94.0,0.39,0.93,5.6,2,0.26,0.0,2400.0,2846.0,4155.0,884.0,0,0,Male
473,35.0,21368.0,11.9,4.4,130.0,3.0,0.36,3.2,0.17,62.0,0.31,0.67,2.7,3,0.32,4.3,1997.0,1525.0,3060.0,1899.0,1,0,Female
474,43.0,83064.0,13.0,3.5,201.0,6.1,0.27,2.6,0.13,37.0,0.41,0.31,0.5,0,0.37,0.0,2032.0,6988.0,12162.0,2283.0,1,0,Male
475,25.0,22407.0,85.2,22.3,15.0,4.3,1.0,4.7,0.08,2003.0,0.3,0.09,4.0,2,0.37,3.5,2195.0,1494.0,2714.0,1112.0,3,0,Male
476,43.0,90238.0,66.3,26.4,18.0,3.9,0.92,7.7,0.05,1778.0,0.06,0.24,13.2,4,0.26,0.0,11577.0,13270.0,7217.0,4408.0,1,2,Female
477,50.0,92982.0,1.0,4.0,237.0,1.6,0.22,3.1,0.2,5.0,0.09,0.15,3.2,4,0.28,0.0,3666.0,7927.0,13007.0,227.0,2,1,Female
478,39.0,99115.0,21.9,3.0,205.0,0.2,0.24,3.5,0.02,55.0,0.25,0.08,0.5,5,0.58,0.0,14582.0,4183.0,19756.0,560.0,0,0,Female
479,30.0,81068.0,92.6,19.1,24.0,5.0,0.94,7.0,0.09,1917.0,0.08,0.07,11.6,3,0.63,16.9,6800.0,11814.0,10706.0,5200.0,4,0,Female
480,35.0,82406.0,13.8,0.0,355.0,3.8,0.29,4.1,0.07,0.0,0.32,0.62,0.9,2,0.37,6.5,4077.0,9897.0,10751.0,1304.0,2,2,Male
481,27.0,23922.0,59.2,5.9,30.0,1.6,0.91,9.2,0.06,324.0,0.1,0.75,0.0,2,0.36,6.3,3302.0,2529.0,2232.0,1340.0,3,2,Female
482,34.0,74258.0,79.5,14.2,15.0,4.3,0.74,6.5,0.01,1236.0,0.44,0.11,11.1,2,0.58,6.8,7476.0,6012.0,10546.0,7048.0,1,1,Male
483,29.0,96723.0,89.6,25.1,12.0,1.1,1.0,7.6,0.04,2397.0,0.48,0.27,13.4,1,0.47,3.2,10147.0,2031.0,9950.0,8917.0,4,1,Female
484,27.0,82471.0,77.8,18.2,17.0,2.3,0.95,7.2,0.09,1451.0,0.19,0.25,13.6,3,0.53,6.4,5557.0,4116.0,6563.0,7683.0,0,1,Male
485,46.0,84711.0,22.3,5.0,240.0,6.7,0.28,3.8,0.11,95.0,0.36,0.22,0.0,1,0.37,0.0,8015.0,7501.0,13757.0,7808.0,1,3,Female
486,33.0,82644.0,13.7,9.3,260.0,4.9,0.0,6.2,0.05,102.0,0.19,0.33,0.0,3,0.71,4.0,10428.0,7369.0,11147.0,5885.0,2,1,Male
487,34.0,85043.0,66.1,24.1,17.0,3.8,0.62,7.4,0.05,1407.0,0.21,0.52,14.2,2,0.18,3.2,4602.0,5232.0,10613.0,3599.0,1,2,Female
488,22.0,21454.0,69.7,21.9,6.0,2.2,0.93,7.8,0.11,1782.0,0.0,0.36,8.8,0,0.24,5.6,1819.0,2266.0,4004.0,2046.0,2,0,Female
489,31.0,80627.0,94.7,29.6,17.0,3.5,0.81,9.1,0.05,3071.0,0.54,0.44,20.0,4,0.46,0.0,7200.0,5018.0,7293.0,7047.0,2,2,Male
490,30.0,95869.0,90.8,23.0,26.0,0.5,0.79,6.8,0.11,2140.0,0.44,0.61,12.5,1,0.45,12.9,3369.0,2798.0,16710.0,4521.0,0,1,Female
491,26.0,22417.0,73.7,18.5,22.0,2.0,0.9,6.4,0.1,1135.0,0.75,0.32,4.2,4,0.52,0.0,3321.0,2134.0,3344.0,1242.0,3,1,Female
492,39.0,90150.0,31.2,0.0,224.0,6.4,0.22,3.5,0.15,0.0,0.38,0.81,2.7,3,0.42,0.0,7566.0,11328.0,16152.0,6555.0,0,2,Male
493,36.0,81668.0,7.4,6.0,153.0,5.0,0.25,1.0,0.05,53.0,0.33,0.35,0.5,4,0.53,1.2,3752.0,3072.0,14286.0,1005.0,1,0,Male
494,33.0,86835.0,74.6,21.8,15.0,7.2,0.77,6.2,0.06,1580.0,0.27,0.46,12.1,5,0.44,2.4,2684.0,12508.0,9444.0,917.0,0,0,Female
495,50.0,69385.0,13.0,3.1,242.0,2.1,0.06,2.9,0.18,47.0,0.02,0.57,7.2,2,0.33,0.4,5192.0,9932.0,10429.0,1828.0,1,1,Female
496,35.0,86053.0,74.4,21.2,17.0,4.4,0.71,8.1,0.08,1302.0,0.3,0.48,11.0,4,0.5,5.1,9804.0,3478.0,13648.0,2358.0,3,1,Male
497,44.0,30226.0,20.6,0.2,148.0,4.9,0.32,3.7,0.14,3.0,0.35,0.43,0.0,0,0.35,2.7,4509.0,2505.0,1912.0,911.0,2,0,Male
498,21.0,23315.0,99.0,22.2,1.0,4.1,0.63,4.8,0.09,2459.0,0.2,0.37,9.6,3,0.23,1.5,2685.0,2274.0,3185.0,1748.0,2,2,Female
499,50.0,25405.0,14.2,5.4,300.0,5.8,0.2,1.0,0.09,65.0,0.18,0.4,0.3,3,0.32,2.6,2154.0,1081.0,2886.0,1006.0,3,1,Male
500,48.0,36310.0,16.1,3.2,348.0,0.2,0.18,2.8,0.01,47.0,0.26,0.6,4.2,4,0.34,6.4,4922.0,3325.0,6830.0,411.0,0,0,Male
501,24.0,21419.0,72.1,23.6,1.0,2.8,0.86,4.9,0.07,1930.0,0.16,0.11,10.8,3,0.63,6.5,3206.0,1822.0,3595.0,1792.0,2,1,Female
502,40.0,99612.0,89.3,31.7,8.0,4.5,0.69,6.7,0.0,3350.0,0.49,0.15,17.8,3,0.38,0.0,11039.0,8520.0,19553.0,5889.0,2,0,Female
503,36.0,78793.0,80.8,21.4,18.0,7.1,0.77,6.7,0.06,1550.0,0.53,0.33,11.4,1,0.29,0.1,8408.0,8782.0,11049.0,6606.0,2,1,Male
504,51.0,30071.0,37.5,3.1,178.0,6.5,0.2,3.6,0.02,136.0,0.67,0.23,0.0,4,0.42,1.5,2034.0,1536.0,4860.0,751.0,6,0,Female
505,49.0,19871.0,18.8,2.3,310.0,5.1,0.22,3.2,0.07,46.0,0.19,0.33,0.0,5,0.63,0.0,2621.0,2687.0,1666.0,365.0,1,0,Male
506,29.0,87185.0,87.6,27.2,8.0,4.8,0.57,8.7,0.13,2311.0,0.23,0.24,14.7,2,0.59,12.4,2844.0,5552.0,15625.0,3557.0,2,1,Male
507,36.0,79165.0,16.9,6.2,119.0,2.1,0.25,3.8,0.05,118.0,0.37,0.09,2.0,1,0.32,11.1,3554.0,5315.0,8675.0,390.0,0,1,Male
508,32.0,67419.0,64.0,18.0,28.0,3.9,0.9,6.8,0.21,1361.0,0.59,0.22,9.7,2,0.44,1.9,3112.0,9216.0,10860.0,1165.0,4,0,Female
509,41.0,95176.0,83.8,32.3,13.0,3.4,0.72,6.1,0.16,2344.0,0.49,0.21,13.8,5,0.6,0.0,5062.0,6096.0,7186.0,4396.0,0,0,Female
510,40.0,89556.0,32.2,6.1,202.0,3.2,0.01,5.7,0.15,208.0,0.0,0.2,7.5,3,0.38,1.0,13145.0,8009.0,9722.0,48.0,0,1,Female
511,31.0,93381.0,97.8,25.0,23.0,1.5,0.7,6.2,0.06,2031.0,0.14,0.36,12.3,4,0.47,7.9,2776.0,10146.0,11859.0,2503.0,2,2,Female
512,21.0,13287.0,59.3,21.8,30.0,1.7,0.64,6.2,0.11,1170.0,0.37,0.33,9.7,2,0.27,0.0,750.0,1556.0,1124.0,738.0,1,0,Male
513,40.0,81456.0,77.4,20.0,17.0,2.2,0.81,4.3,0.09,1451.0,0.42,0.18,13.0,4,0.45,6.2,6829.0,5100.0,8609.0,2616.0,2,1,Female
514,48.0,33838.0,7.1,5.9,132.0,2.5,0.18,2.6,0.24,45.0,0.46,0.55,4.7,3,0.33,12.6,2256.0,2890.0,3133.0,779.0,2,0,Male
515,46.0,18271.0,21.5,4.3,167.0,3.6,0.28,3.2,0.15,74.0,0.25,0.61,5.8,1,0.39,6.7,2112.0,1273.0,2287.0,1760.0,2,0,Female
516,42.0,14661.0,4.2,9.4,330.0,4.0,0.26,3.8,0.16,35.0,0.35,0.17,6.0,2,0.37,0.0,372.0,2042.0,2399.0,1322.0,0,1,Male
517,40.0,84449.0,4.7,8.1,232.0,3.1,0.23,1.8,0.03,46.0,0.47,0.29,4.8,2,0.51,2.9,2221.0,4376.0,10630.0,3219.0,0,4,Female
518,28.0,85672.0,96.3,24.7,14.0,0.2,0.94,5.9,0.13,2696.0,0.52,0.08,12.1,4,0.53,0.0,12077.0,10524.0,9162.0,4294.0,1,0,Male
519,27.0,24402.0,73.3,21.9,22.0,0.8,0.84,7.5,0.09,1882.0,0.49,0.21,7.5,6,0.33,0.0,2808.0,2376.0,3283.0,138.0,3,0,Male
520,34.0,87521.0,16.9,6.6,232.0,0.2,0.37,3.9,0.1,115.0,0.38,0.57,5.6,2,0.42,3.2,4772.0,7456.0,10241.0,4536.0,3,1,Male
521,45.0,84762.0,13.0,10.2,178.0,3.9,0.34,1.8,0.06,150.0,0.4,0.68,5.6,4,0.44,0.0,4303.0,9255.0,8612.0,7700.0,0,0,Male
522,40.0,22827.0,19.6,0.8,246.0,3.1,0.4,6.3,0.04,17.0,0.39,0.42,3.9,3,0.59,4.4,947.0,1578.0,1836.0,2238.0,1,2,Female
523,37.0,97557.0,25.1,7.8,229.0,6.0,0.25,3.2,0.03,196.0,0.45,0.29,3.4,1,0.32,3.8,3470.0,11596.0,15901.0,5169.0,2,2,Female
524,31.0,93635.0,14.3,2.6,150.0,5.3,0.05,5.7,0.15,32.0,0.04,0.08,1.3,5,0.41,1.9,11416.0,13364.0,11002.0,3404.0,4,0,Female
525,46.0,94527.0,11.4,8.7,111.0,5.0,0.19,3.4,0.1,105.0,0.48,0.37,5.1,2,0.53,1.4,13610.0,10123.0,6334.0,87.0,2,0,Female
526,41.0,24694.0,29.4,3.9,331.0,1.2,0.22,3.1,0.03,100.0,0.29,0.36,1.7,3,0.53,0.0,2590.0,2890.0,1584.0,2295.0,0,0,Male
527,35.0,74623.0,88.7,19.8,5.0,5.3,1.0,7.0,0.08,1815.0,0.07,0.2,13.2,2,0.3,10.3,10462.0,2096.0,6985.0,2961.0,2,1,Male
528,48.0,99114.0,14.3,5.0,163.0,3.2,0.22,6.3,0.07,64.0,0.35,0.12,1.4,2,0.19,2.8,8105.0,8082.0,15382.0,4516.0,0,1,Male
529,26.0,21152.0,82.8,15.6,40.0,1.5,0.6,4.8,0.05,1162.0,0.13,0.23,7.5,1,0.55,9.1,2504.0,1985.0,1972.0,837.0,1,1,Female
530,33.0,89279.0,12.2,3.0,219.0,0.2,0.37,4.8,0.03,40.0,0.64,0.45,2.3,3,0.03,0.0,7560.0,8507.0,13742.0,293.0,2,0,Male
531,48.0,38966.0,12.0,4.3,238.0,5.6,0.13,2.0,0.13,41.0,0.17,0.27,0.0,3,0.44,6.1,4559.0,3704.0,2113.0,2273.0,5,0,Female
532,44.0,86680.0,29.2,12.5,305.0,7.1,0.38,4.1,0.02,436.0,0.42,0.41,1.5,3,0.09,1.7,3956.0,2528.0,5642.0,833.0,2,0,Male
533,32.0,91064.0,89.3,27.7,9.0,0.2,0.9,4.4,0.05,2158.0,0.32,0.72,12.1,4,0.72,5.5,6991.0,11648.0,10799.0,495.0,1,0,Male
534,24.0,19565.0,87.2,16.9,17.0,3.5,0.69,4.4,0.04,1514.0,0.31,0.61,8.7,5,0.26,2.8,2767.0,1279.0,2142.0,1385.0,1,0,Female
535,30.0,78969.0,70.0,31.6,9.0,0.2,0.49,7.4,0.09,2533.0,0.22,0.41,16.8,2,0.35,0.0,3232.0,10187.0,6832.0,262.0,1,2,Male
536,55.0,31116.0,17.7,2.4,249.0,4.0,0.31,3.7,0.09,44.0,0.39,0.41,6.6,6,0.17,9.5,4458.0,2571.0,3902.0,740.0,2,0,Female
537,29.0,80637.0,80.4,14.5,29.0,5.7,1.0,6.6,0.1,1112.0,0.46,0.49,6.2,4,0.51,5.0,3868.0,8764.0,5220.0,4915.0,7,5,Female
538,60.0,23880.0,36.8,1.7,155.0,4.2,0.19,2.3,0.06,57.0,0.46,0.43,0.6,1,0.47,0.0,3361.0,2448.0,3999.0,762.0,0,0,Male
539,43.0,76760.0,21.3,5.5,257.0,2.0,0.34,5.6,0.2,120.0,0.29,0.19,10.2,3,0.5,7.2,5524.0,3435.0,11481.0,1521.0,1,3,Male
540,45.0,84195.0,74.1,30.2,12.0,1.1,0.86,5.8,0.05,1960.0,0.42,0.46,14.1,4,0.33,0.0,12373.0,2999.0,11864.0,6011.0,0,3,Male
541,40.0,27704.0,13.4,5.8,174.0,9.0,0.33,1.4,0.06,92.0,0.48,0.27,4.7,2,0.41,0.0,3855.0,1448.0,5455.0,2464.0,1,3,Male
542,39.0,107593.0,90.2,26.5,16.0,1.3,0.68,5.2,0.11,2853.0,0.0,0.03,15.3,2,0.52,0.0,14530.0,14051.0,18186.0,7878.0,0,0,Female
543,50.0,91301.0,15.2,4.7,262.0,7.1,0.39,1.5,0.13,76.0,0.55,0.24,2.0,5,0.5,0.0,12847.0,3734.0,6175.0,4479.0,2,1,Female
544,40.0,20852.0,10.7,4.0,228.0,5.1,0.0,5.1,0.09,46.0,0.36,0.4,2.5,3,0.51,0.0,2004.0,1152.0,3854.0,2035.0,0,0,Female
545,44.0,29376.0,26.8,3.4,218.0,4.1,0.19,1.0,0.07,93.0,0.06,0.09,0.4,4,0.55,0.0,1499.0,2721.0,2092.0,578.0,3,2,Male
546,31.0,89271.0,86.7,14.6,15.0,3.3,0.71,3.5,0.12,1497.0,0.44,0.28,9.2,4,0.2,0.0,2339.0,11100.0,8074.0,4960.0,2,1,Male
547,53.0,22685.0,5.6,4.3,292.0,3.8,0.2,4.5,0.16,24.0,0.16,0.28,8.4,4,0.48,5.1,491.0,1196.0,3603.0,1405.0,3,0,Female
548,46.0,83176.0,7.2,8.2,160.0,6.0,0.33,4.2,0.12,62.0,0.06,0.0,4.0,2,0.68,10.8,3991.0,6097.0,10012.0,7511.0,2,0,Female
549,27.0,88750.0,77.3,20.8,10.0,4.5,1.0,7.2,0.04,1460.0,0.3,0.2,14.7,1,0.37,4.7,4457.0,2851.0,12538.0,5005.0,2,0,Female
550,22.0,21238.0,79.8,14.0,36.0,4.7,0.85,3.3,0.0,1211.0,0.19,0.29,6.0,5,0.45,0.0,1133.0,3038.0,3395.0,302.0,2,0,Female
551,31.0,90838.0,73.3,24.4,20.0,2.7,0.69,5.9,0.06,2023.0,0.58,0.23,11.7,2,0.31,7.7,10248.0,10082.0,16118.0,6844.0,2,0,Female
552,29.0,90302.0,70.2,25.8,17.0,2.5,0.8,7.9,0.06,1909.0,0.3,0.4,15.8,5,0.38,2.1,6243.0,10322.0,8871.0,6156.0,0,0,Female
553,25.0,26923.0,93.1,25.1,25.0,6.8,0.75,5.4,0.1,2543.0,0.28,0.25,8.5,2,0.37,6.3,2014.0,888.0,1418.0,2101.0,1,0,Female
554,27.0,18719.0,67.6,18.4,23.0,3.9,1.0,6.8,0.07,1386.0,0.26,0.49,9.1,7,0.31,0.0,1828.0,1458.0,3531.0,1682.0,2,1,Male
555,44.0,92050.0,12.8,8.9,277.0,7.3,0.29,1.0,0.09,126.0,0.33,0.59,0.3,4,0.48,0.0,4026.0,2783.0,12582.0,1415.0,0,3,Male
556,24.0,14118.0,72.7,25.6,21.0,0.2,0.87,6.0,0.07,1860.0,0.23,0.55,10.3,5,0.91,0.0,1027.0,1488.0,1893.0,1024.0,0,0,Male
557,22.0,33426.0,90.6,4.2,12.0,0.3,0.71,5.6,0.09,373.0,0.12,0.54,0.0,3,0.3,0.0,5012.0,2918.0,4112.0,442.0,2,0,Female
558,42.0,16948.0,6.6,6.8,200.0,4.6,0.19,4.1,0.12,47.0,0.41,0.47,2.4,3,0.07,5.2,2064.0,764.0,1577.0,489.0,2,1,Female
559,52.0,17750.0,30.7,4.2,119.0,2.4,0.21,1.3,0.13,107.0,0.4,0.56,6.8,0,0.39,0.0,2449.0,1415.0,1523.0,1487.0,0,0,Male
560,38.0,95605.0,84.9,22.5,26.0,3.5,0.54,6.0,0.09,2170.0,0.17,0.2,7.9,2,0.85,0.0,6244.0,7796.0,10864.0,7466.0,1,2,Male
561,30.0,21579.0,80.8,24.3,3.0,1.6,0.98,5.3,0.1,2251.0,0.21,0.0,14.5,3,0.54,5.8,1619.0,2797.0,3856.0,2128.0,0,2,Male
562,19.0,25507.0,86.3,17.4,41.0,0.9,0.75,5.4,0.15,1561.0,0.45,0.31,4.7,1,0.41,9.6,902.0,2918.0,4442.0,181.0,1,0,Female
563,43.0,23936.0,9.4,2.7,178.0,3.2,0.25,1.2,0.08,27.0,0.35,0.48,3.0,1,0.24,0.0,2034.0,1976.0,2085.0,176.0,0,1,Female
564,44.0,23446.0,25.8,4.4,232.0,4.6,0.34,2.5,0.08,92.0,0.07,0.65,0.0,2,0.34,0.0,3313.0,3467.0,3625.0,1258.0,3,1,Female
565,38.0,89116.0,99.9,19.8,19.0,6.4,0.94,6.3,0.11,1636.0,0.37,0.69,9.7,1,0.17,0.8,6119.0,8032.0,7428.0,7734.0,3,0,Male
566,30.0,84363.0,85.4,28.9,10.0,4.1,0.84,5.9,0.03,2890.0,0.01,0.19,10.5,4,0.47,6.7,6329.0,8807.0,9390.0,6644.0,1,0,Female
567,41.0,23714.0,10.6,3.7,220.0,6.5,0.06,3.7,0.1,46.0,0.49,0.39,0.0,4,0.23,3.6,3347.0,1779.0,1476.0,738.0,0,1,Male
568,37.0,90838.0,13.8,5.8,187.0,4.8,0.28,4.2,0.06,89.0,0.16,0.33,5.9,2,0.25,5.4,6340.0,4979.0,13932.0,1280.0,1,0,Male
569,56.0,21059.0,7.2,5.1,190.0,6.7,0.35,3.5,0.0,42.0,0.19,0.35,0.2,1,0.45,1.3,1933.0,730.0,2215.0,1652.0,1,1,Female
570,47.0,86349.0,28.8,8.6,227.0,0.2,0.13,3.5,0.07,208.0,0.14,0.0,2.2,4,0.41,3.6,3436.0,8165.0,14040.0,1458.0,1,1,Female
571,29.0,81225.0,27.4,8.3,181.0,2.5,0.13,3.2,0.11,254.0,0.23,0.17,5.2,6,0.59,5.5,10143.0,3009.0,4946.0,7610.0,1,1,Male
572,44.0,83875.0,12.3,10.4,118.0,6.5,0.42,2.9,0.13,119.0,0.03,0.03,6.8,3,0.32,3.2,3056.0,2542.0,15443.0,8162.0,1,1,Male
573,33.0,99817.0,100.0,20.6,15.0,4.8,0.75,5.5,0.11,2147.0,0.5,0.36,9.6,4,0.49,0.0,13895.0,12802.0,19808.0,4569.0,2,1,Male
574,23.0,20576.0,77.9,13.6,21.0,0.2,0.48,5.6,0.11,903.0,0.44,0.38,5.9,3,0.22,0.0,1300.0,2269.0,1767.0,571.0,2,2,Female
575,40.0,86298.0,74.4,18.5,3.0,3.0,0.71,3.7,0.05,1284.0,0.54,0.03,3.9,2,0.5,6.7,8888.0,11241.0,16032.0,5520.0,0,0,Female
576,44.0,94958.0,3.6,7.9,289.0,6.2,0.23,4.5,0.03,30.0,0.57,0.15,4.2,3,0.23,0.0,11191.0,12434.0,18218.0,2879.0,4,1,Female
577,21.0,37602.0,75.8,21.0,29.0,2.4,0.86,4.8,0.14,1343.0,0.16,0.31,10.7,1,0.26,5.1,2858.0,5585.0,7353.0,1526.0,1,2,Female
578,37.0,82027.0,62.2,10.2,19.0,5.2,0.83,6.6,0.01,558.0,0.26,0.37,4.6,1,0.37,0.0,3299.0,9092.0,16370.0,4436.0,0,1,Male
579,36.0,30016.0,28.6,3.5,235.0,5.0,0.3,2.1,0.0,90.0,0.55,0.52,4.9,3,0.49,7.3,1437.0,4064.0,2324.0,533.0,1,0,Female
580,36.0,94466.0,78.2,30.3,13.0,1.8,0.96,4.8,0.07,2805.0,0.22,0.51,21.0,4,0.23,0.0,2144.0,2911.0,13148.0,1019.0,1,3,Female
581,31.0,20825.0,78.7,11.7,17.0,1.6,1.0,4.0,0.0,925.0,0.28,0.51,6.1,1,0.58,0.8,2109.0,1437.0,1240.0,1563.0,2,1,Female
582,40.0,87342.0,88.0,33.5,19.0,0.2,0.7,7.3,0.01,2639.0,0.05,0.68,15.2,4,0.45,3.9,3343.0,2642.0,15109.0,7485.0,1,0,Male
583,28.0,29708.0,80.7,18.2,21.0,0.2,0.77,6.1,0.02,1716.0,0.27,0.24,12.4,3,0.42,0.0,910.0,2216.0,4953.0,384.0,0,2,Female
584,29.0,77109.0,74.9,20.7,20.0,6.1,0.72,6.4,0.09,1397.0,0.3,0.23,13.3,5,0.38,3.2,3203.0,1969.0,11756.0,6673.0,1,0,Female
585,31.0,74949.0,80.5,18.6,14.0,3.8,0.6,4.2,0.07,1745.0,0.23,0.21,9.0,3,0.34,0.0,8808.0,7261.0,12406.0,6922.0,1,0,Female
586,44.0,81039.0,23.3,7.1,208.0,5.7,0.54,3.8,0.04,183.0,0.4,0.02,6.2,4,0.27,0.0,11445.0,2314.0,6262.0,7474.0,3,0,Female
587,34.0,84303.0,95.5,17.4,13.0,6.5,1.0,6.8,0.03,1958.0,0.31,0.18,4.7,1,0.36,3.0,4306.0,11359.0,5186.0,6531.0,3,0,Female
588,43.0,26281.0,18.2,4.2,134.0,5.6,0.09,4.1,0.07,68.0,0.52,0.19,0.0,2,0.43,0.0,3816.0,902.0,2626.0,2551.0,3,2,Female
589,34.0,98516.0,92.4,20.6,16.0,4.6,0.93,5.2,0.03,1614.0,0.17,0.39,10.3,0,0.36,1.8,14143.0,12505.0,10168.0,4713.0,1,1,Female
590,20.0,25645.0,90.7,24.3,42.0,2.9,0.75,4.7,0.07,2613.0,0.34,0.17,9.5,2,0.52,7.9,914.0,2863.0,3213.0,463.0,1,0,Male
591,23.0,25943.0,85.7,16.7,24.0,3.8,0.79,7.0,0.0,1604.0,0.35,0.3,6.5,5,0.8,0.0,1514.0,2645.0,3499.0,67.0,0,1,Male
592,41.0,74863.0,22.3,6.2,118.0,3.3,0.35,2.2,0.07,138.0,0.36,0.24,6.2,1,0.47,0.0,1800.0,9696.0,4576.0,2996.0,2,1,Female
593,41.0,87314.0,69.3,14.9,21.0,5.4,0.73,6.6,0.11,1079.0,0.25,0.12,8.0,1,0.53,0.0,9148.0,9739.0,6312.0,2321.0,4,1,Female
594,54.0,100818.0,15.7,7.3,81.0,6.3,0.11,5.2,0.1,114.0,0.3,0.39,5.4,5,0.36,12.8,10837.0,3586.0,13977.0,678.0,1,1,Male
